Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Diet_Type,Fitness_Goal,BMI_Category,Target_Label
49,Female,149.2,76.2,34.23,low,non-vegetarian,lose,Obese,lose_Obese
32,Male,162.9,75.7,28.53,low,non-vegetarian,lose,Overweight,lose_Overweight
44,Female,171.9,74.0,25.04,low,vegan,gain,Overweight,gain_Overweight
23,Female,171.6,69.0,23.43,low,vegetarian,lose,Normal,lose_Normal
31,Female,153.1,85.9,36.65,low,vegan,lose,Obese,lose_Obese
48,Female,159.1,56.0,22.12,high,vegetarian,gain,Normal,gain_Normal
46,Female,163.2,56.3,21.14,low,non-vegetarian,maintain,Normal,maintain_Normal
18,Male,160.8,75.2,29.08,low,vegetarian,gain,Overweight,gain_Overweight
29,Female,168.5,56.5,19.9,high,non-vegetarian,maintain,Normal,maintain_Normal
47,Male,160.1,86.1,33.59,low,vegetarian,lose,Obese,lose_Obese
59,Female,170.0,101.1,34.98,high,vegetarian,maintain,Obese,maintain_Obese
41,Female,176.8,87.2,27.9,high,vegan,gain,Overweight,gain_Overweight
39,Female,151.1,81.5,35.7,medium,non-vegetarian,lose,Obese,lose_Obese
36,Female,164.5,61.7,22.8,low,vegan,gain,Normal,gain_Normal
24,Female,166.7,84.2,30.3,high,non-vegetarian,maintain,Obese,maintain_Obese
52,Male,170.0,56.8,19.65,low,non-vegetarian,gain,Normal,gain_Normal
25,Male,172.4,60.4,20.32,low,vegan,gain,Normal,gain_Normal
28,Male,167.2,65.4,23.39,low,non-vegetarian,gain,Normal,gain_Normal
27,Male,162.8,81.5,30.75,low,vegetarian,lose,Obese,lose_Obese
23,Female,154.6,99.2,41.5,medium,vegan,lose,Obese,lose_Obese
35,Male,146.8,61.0,28.31,high,non-vegetarian,lose,Overweight,lose_Overweight
34,Male,168.7,78.8,27.69,medium,vegetarian,lose,Overweight,lose_Overweight
57,Male,164.0,69.1,25.69,medium,vegetarian,lose,Overweight,lose_Overweight
34,Male,169.1,66.5,23.26,medium,non-vegetarian,gain,Normal,gain_Normal
42,Female,178.9,82.6,25.81,low,vegetarian,gain,Overweight,gain_Overweight
29,Female,173.7,55.5,18.39,medium,vegan,maintain,Underweight,maintain_Underweight
47,Female,164.2,65.5,24.29,medium,vegetarian,maintain,Normal,maintain_Normal
35,Female,154.9,75.4,31.42,low,vegetarian,lose,Obese,lose_Obese
24,Female,159.6,79.8,31.33,high,vegan,lose,Obese,lose_Obese
35,Male,154.3,95.8,40.24,low,vegan,lose,Obese,lose_Obese
41,Female,156.0,73.3,30.12,high,vegetarian,lose,Obese,lose_Obese
32,Female,172.9,61.4,20.54,low,non-vegetarian,gain,Normal,gain_Normal
57,Male,173.5,51.6,17.14,high,non-vegetarian,gain,Underweight,gain_Underweight
29,Male,179.5,70.2,21.79,medium,non-vegetarian,maintain,Normal,maintain_Normal
52,Female,159.0,65.5,25.91,high,vegetarian,lose,Overweight,lose_Overweight
53,Female,173.1,61.2,20.42,medium,vegetarian,lose,Normal,lose_Normal
50,Female,157.5,66.7,26.89,low,non-vegetarian,gain,Overweight,gain_Overweight
19,Male,153.2,97.3,41.46,medium,vegetarian,lose,Obese,lose_Obese
35,Female,159.3,82.5,32.51,medium,vegan,lose,Obese,lose_Obese
46,Male,167.1,55.2,19.77,low,vegetarian,gain,Normal,gain_Normal
18,Male,164.9,81.8,30.08,medium,vegan,maintain,Obese,maintain_Obese
43,Female,163.1,87.9,33.04,high,vegan,gain,Obese,gain_Obese
57,Female,175.2,83.8,27.3,medium,vegan,lose,Overweight,lose_Overweight
41,Female,160.4,53.8,20.91,high,vegetarian,lose,Normal,lose_Normal
41,Female,158.9,72.9,28.87,high,vegetarian,lose,Overweight,lose_Overweight
55,Female,170.5,37.4,12.87,low,vegan,gain,Underweight,gain_Underweight
25,Female,164.9,72.4,26.63,low,non-vegetarian,gain,Overweight,gain_Overweight
30,Male,162.2,89.4,33.98,low,non-vegetarian,maintain,Obese,maintain_Obese
22,Female,169.2,89.7,31.33,low,vegan,maintain,Obese,maintain_Obese
21,Female,162.8,84.1,31.73,low,vegetarian,maintain,Obese,maintain_Obese
40,Male,181.4,89.7,27.26,high,vegetarian,gain,Overweight,gain_Overweight
39,Male,154.1,66.2,27.88,high,vegan,lose,Overweight,lose_Overweight
25,Male,161.5,77.3,29.64,high,vegan,gain,Overweight,gain_Overweight
45,Female,171.9,57.4,19.42,medium,vegetarian,lose,Normal,lose_Normal
27,Female,165.7,39.7,14.46,high,non-vegetarian,gain,Underweight,gain_Underweight
22,Male,179.4,62.3,19.36,low,vegan,lose,Normal,lose_Normal
32,Male,165.6,65.4,23.85,high,non-vegetarian,maintain,Normal,maintain_Normal
51,Male,176.5,27.4,8.8,medium,vegan,gain,Underweight,gain_Underweight
37,Female,164.8,68.4,25.18,high,non-vegetarian,maintain,Overweight,maintain_Overweight
45,Female,160.5,95.9,37.23,low,vegan,lose,Obese,lose_Obese
22,Female,156.1,81.6,33.49,medium,vegan,lose,Obese,lose_Obese
39,Female,168.6,88.9,31.27,medium,vegetarian,gain,Obese,gain_Obese
26,Male,158.3,59.0,23.54,low,vegan,gain,Normal,gain_Normal
29,Male,176.0,76.4,24.66,low,vegan,lose,Normal,lose_Normal
40,Female,149.6,61.9,27.66,low,non-vegetarian,maintain,Overweight,maintain_Overweight
26,Female,168.9,82.6,28.95,low,non-vegetarian,maintain,Overweight,maintain_Overweight
28,Male,158.2,26.3,10.51,low,non-vegetarian,lose,Underweight,lose_Underweight
49,Male,170.2,51.7,17.85,high,vegan,lose,Underweight,lose_Underweight
24,Female,144.8,27.5,13.12,high,vegetarian,gain,Underweight,gain_Underweight
22,Female,173.1,71.9,24.0,low,non-vegetarian,lose,Normal,lose_Normal
58,Female,162.7,90.8,34.3,high,vegan,gain,Obese,gain_Obese
51,Female,171.4,94.2,32.06,medium,non-vegetarian,maintain,Obese,maintain_Obese
20,Female,151.1,69.5,30.44,high,vegetarian,maintain,Obese,maintain_Obese
41,Female,148.8,66.6,30.08,medium,vegan,maintain,Obese,maintain_Obese
47,Female,162.5,79.4,30.07,low,vegan,lose,Obese,lose_Obese
22,Male,165.5,79.4,28.99,low,non-vegetarian,lose,Overweight,lose_Overweight
29,Female,172.0,102.3,34.58,low,non-vegetarian,gain,Obese,gain_Obese
49,Female,161.8,55.9,21.35,low,vegan,lose,Normal,lose_Normal
23,Female,167.5,58.0,20.67,high,vegan,gain,Normal,gain_Normal
58,Female,179.8,65.8,20.35,medium,non-vegetarian,lose,Normal,lose_Normal
26,Female,159.3,62.9,24.79,medium,vegetarian,lose,Normal,lose_Normal
24,Male,172.2,67.6,22.8,low,vegan,gain,Normal,gain_Normal
44,Male,158.6,95.0,37.77,low,non-vegetarian,gain,Obese,gain_Obese
19,Female,156.4,70.5,28.82,high,vegetarian,lose,Overweight,lose_Overweight
19,Female,171.5,45.5,15.47,high,vegan,maintain,Underweight,maintain_Underweight
31,Female,169.8,54.2,18.8,medium,vegan,gain,Normal,gain_Normal
38,Male,173.2,55.6,18.53,low,vegetarian,maintain,Normal,maintain_Normal
27,Male,171.9,86.6,29.31,high,non-vegetarian,lose,Overweight,lose_Overweight
38,Male,173.6,73.8,24.49,medium,non-vegetarian,gain,Normal,gain_Normal
27,Male,162.7,61.4,23.19,low,vegetarian,gain,Normal,gain_Normal
18,Female,179.7,59.5,18.43,low,vegetarian,lose,Underweight,lose_Underweight
27,Male,154.6,80.0,33.47,high,vegetarian,gain,Obese,gain_Obese
27,Male,157.0,55.7,22.6,medium,vegetarian,lose,Normal,lose_Normal
38,Male,150.6,62.8,27.69,medium,vegetarian,lose,Overweight,lose_Overweight
34,Female,164.2,73.6,27.3,medium,non-vegetarian,gain,Overweight,gain_Overweight
38,Male,174.5,77.9,25.58,high,vegan,lose,Overweight,lose_Overweight
59,Male,163.1,67.0,25.19,high,vegan,gain,Overweight,gain_Overweight
30,Female,170.1,89.1,30.79,high,non-vegetarian,maintain,Obese,maintain_Obese
57,Male,166.3,63.0,22.78,high,non-vegetarian,maintain,Normal,maintain_Normal
57,Male,155.1,48.3,20.08,medium,vegan,gain,Normal,gain_Normal
48,Female,171.7,78.7,26.7,medium,vegetarian,gain,Overweight,gain_Overweight
18,Male,170.8,68.1,23.34,high,vegan,maintain,Normal,maintain_Normal
18,Male,179.1,62.7,19.55,medium,non-vegetarian,maintain,Normal,maintain_Normal
51,Female,174.6,69.4,22.77,high,vegan,gain,Normal,gain_Normal
41,Male,158.9,78.9,31.25,high,vegan,lose,Obese,lose_Obese
18,Female,169.1,75.4,26.37,low,non-vegetarian,lose,Overweight,lose_Overweight
45,Female,165.8,69.4,25.25,medium,non-vegetarian,gain,Overweight,gain_Overweight
51,Male,188.9,87.8,24.61,medium,vegan,lose,Normal,lose_Normal
28,Male,172.2,71.7,24.18,low,vegan,maintain,Normal,maintain_Normal
30,Male,175.1,77.8,25.38,medium,non-vegetarian,lose,Overweight,lose_Overweight
40,Female,165.3,65.4,23.93,low,vegan,lose,Normal,lose_Normal
54,Male,164.2,22.4,8.31,high,vegetarian,maintain,Underweight,maintain_Underweight
27,Male,167.1,62.7,22.46,medium,vegetarian,maintain,Normal,maintain_Normal
51,Male,180.9,70.3,21.48,medium,vegetarian,gain,Normal,gain_Normal
51,Male,153.1,69.3,29.57,medium,non-vegetarian,gain,Overweight,gain_Overweight
35,Male,154.5,77.1,32.3,low,vegan,lose,Obese,lose_Obese
51,Male,167.9,84.4,29.94,medium,vegetarian,maintain,Overweight,maintain_Overweight
53,Female,157.1,70.5,28.57,high,vegan,gain,Overweight,gain_Overweight
51,Female,151.3,80.5,35.17,low,vegan,gain,Obese,gain_Obese
53,Male,170.2,77.4,26.72,medium,vegan,lose,Overweight,lose_Overweight
25,Male,165.0,76.2,27.99,low,vegetarian,lose,Overweight,lose_Overweight
40,Male,181.0,65.7,20.05,low,vegan,lose,Normal,lose_Normal
33,Male,166.4,53.7,19.39,low,vegetarian,lose,Normal,lose_Normal
35,Male,156.3,71.5,29.27,medium,vegan,maintain,Overweight,maintain_Overweight
35,Male,176.0,66.2,21.37,high,non-vegetarian,lose,Normal,lose_Normal
57,Male,162.6,63.9,24.17,medium,non-vegetarian,maintain,Normal,maintain_Normal
45,Female,159.7,74.4,29.17,medium,vegetarian,maintain,Overweight,maintain_Overweight
51,Female,150.0,89.2,39.64,low,non-vegetarian,lose,Obese,lose_Obese
30,Male,158.3,80.8,32.24,high,vegan,maintain,Obese,maintain_Obese
38,Male,152.3,80.0,34.49,high,vegan,gain,Obese,gain_Obese
34,Female,171.7,75.8,25.71,high,vegetarian,gain,Overweight,gain_Overweight
23,Male,155.1,73.7,30.64,high,vegan,maintain,Obese,maintain_Obese
39,Female,153.2,66.2,28.21,medium,non-vegetarian,lose,Overweight,lose_Overweight
52,Male,175.3,82.0,26.68,medium,vegetarian,lose,Overweight,lose_Overweight
24,Female,165.2,55.4,20.3,low,vegetarian,gain,Normal,gain_Normal
38,Male,171.5,70.3,23.9,medium,vegan,lose,Normal,lose_Normal
45,Male,141.8,81.7,40.63,high,vegan,lose,Obese,lose_Obese
39,Female,164.8,88.0,32.4,medium,vegetarian,gain,Obese,gain_Obese
21,Female,154.0,22.3,9.4,high,vegetarian,maintain,Underweight,maintain_Underweight
30,Female,167.8,74.4,26.42,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
57,Female,148.1,55.3,25.21,high,vegan,lose,Overweight,lose_Overweight
34,Male,192.6,65.4,17.63,low,non-vegetarian,lose,Underweight,lose_Underweight
52,Male,172.3,60.2,20.28,high,vegan,gain,Normal,gain_Normal
58,Female,144.1,67.4,32.46,high,vegetarian,lose,Obese,lose_Obese
19,Female,162.3,64.0,24.3,high,vegetarian,maintain,Normal,maintain_Normal
37,Female,163.9,74.0,27.55,medium,vegan,gain,Overweight,gain_Overweight
35,Male,163.5,51.0,19.08,low,vegan,lose,Normal,lose_Normal
54,Male,169.9,40.8,14.13,low,vegan,gain,Underweight,gain_Underweight
22,Male,144.5,81.1,38.84,medium,vegan,gain,Obese,gain_Obese
18,Male,170.1,69.1,23.88,high,vegetarian,maintain,Normal,maintain_Normal
30,Male,151.0,59.4,26.05,medium,vegan,gain,Overweight,gain_Overweight
29,Male,162.4,46.1,17.48,high,non-vegetarian,maintain,Underweight,maintain_Underweight
58,Female,157.6,79.8,32.13,high,non-vegetarian,gain,Obese,gain_Obese
46,Female,179.3,63.7,19.81,medium,vegan,gain,Normal,gain_Normal
54,Female,172.6,41.3,13.86,high,non-vegetarian,lose,Underweight,lose_Underweight
53,Male,171.6,57.9,19.66,high,vegetarian,maintain,Normal,maintain_Normal
53,Female,168.1,66.3,23.46,high,vegetarian,lose,Normal,lose_Normal
44,Female,178.2,56.9,17.92,high,vegan,maintain,Underweight,maintain_Underweight
46,Male,171.3,65.8,22.42,high,vegan,maintain,Normal,maintain_Normal
49,Male,163.4,67.2,25.17,medium,vegan,maintain,Overweight,maintain_Overweight
21,Male,156.5,69.8,28.5,high,vegan,lose,Overweight,lose_Overweight
52,Female,164.4,73.6,27.23,high,vegan,lose,Overweight,lose_Overweight
49,Male,165.8,82.0,29.83,high,vegetarian,maintain,Overweight,maintain_Overweight
48,Female,174.2,54.2,17.86,medium,vegetarian,maintain,Underweight,maintain_Underweight
26,Male,173.7,52.2,17.3,high,vegetarian,gain,Underweight,gain_Underweight
24,Male,170.9,79.3,27.15,low,non-vegetarian,maintain,Overweight,maintain_Overweight
58,Female,145.9,71.4,33.54,medium,non-vegetarian,gain,Obese,gain_Obese
51,Female,160.3,58.6,22.81,high,non-vegetarian,maintain,Normal,maintain_Normal
19,Male,178.5,60.2,18.89,low,vegetarian,gain,Normal,gain_Normal
59,Male,156.9,71.1,28.88,high,vegan,maintain,Overweight,maintain_Overweight
31,Male,171.9,67.9,22.98,low,vegan,maintain,Normal,maintain_Normal
40,Female,176.7,78.0,24.98,medium,vegan,maintain,Normal,maintain_Normal
36,Female,143.2,62.1,30.28,high,vegan,maintain,Obese,maintain_Obese
27,Female,159.4,77.2,30.38,high,vegan,maintain,Obese,maintain_Obese
56,Female,138.8,108.2,56.16,medium,vegetarian,maintain,Obese,maintain_Obese
25,Male,170.3,72.2,24.89,low,vegan,gain,Normal,gain_Normal
42,Male,176.8,105.2,33.66,high,vegetarian,lose,Obese,lose_Obese
56,Female,173.7,84.2,27.91,low,non-vegetarian,lose,Overweight,lose_Overweight
22,Male,166.3,67.9,24.55,medium,vegetarian,lose,Normal,lose_Normal
40,Female,160.2,57.6,22.44,low,vegetarian,maintain,Normal,maintain_Normal
43,Female,158.1,49.7,19.88,low,non-vegetarian,lose,Normal,lose_Normal
29,Male,164.2,44.7,16.58,high,vegan,lose,Underweight,lose_Underweight
44,Male,166.9,69.5,24.95,medium,vegan,gain,Normal,gain_Normal
25,Male,166.5,62.2,22.44,medium,non-vegetarian,gain,Normal,gain_Normal
57,Female,195.8,90.4,23.58,low,non-vegetarian,maintain,Normal,maintain_Normal
36,Male,152.6,73.5,31.56,low,vegetarian,lose,Obese,lose_Obese
27,Male,158.9,54.8,21.7,medium,vegetarian,gain,Normal,gain_Normal
41,Female,151.6,76.5,33.29,medium,non-vegetarian,gain,Obese,gain_Obese
58,Female,158.2,84.5,33.76,high,vegetarian,maintain,Obese,maintain_Obese
54,Female,174.9,90.6,29.62,high,vegan,maintain,Overweight,maintain_Overweight
47,Male,156.5,77.1,31.48,medium,vegan,gain,Obese,gain_Obese
54,Female,171.3,62.9,21.44,high,non-vegetarian,lose,Normal,lose_Normal
42,Male,157.3,94.1,38.03,low,non-vegetarian,lose,Obese,lose_Obese
33,Male,167.3,79.5,28.4,high,non-vegetarian,gain,Overweight,gain_Overweight
57,Male,156.8,51.7,21.03,low,vegan,maintain,Normal,maintain_Normal
40,Female,159.3,68.1,26.84,high,vegetarian,gain,Overweight,gain_Overweight
27,Male,154.4,69.9,29.32,high,vegetarian,lose,Overweight,lose_Overweight
37,Female,148.1,53.2,24.26,low,non-vegetarian,gain,Normal,gain_Normal
40,Female,171.7,79.1,26.83,high,vegetarian,lose,Overweight,lose_Overweight
28,Male,161.1,54.7,21.08,low,vegan,maintain,Normal,maintain_Normal
53,Female,154.7,64.4,26.91,low,vegan,maintain,Overweight,maintain_Overweight
50,Male,171.4,83.9,28.56,medium,vegetarian,maintain,Overweight,maintain_Overweight
22,Male,160.0,52.7,20.59,high,non-vegetarian,maintain,Normal,maintain_Normal
44,Female,167.7,57.6,20.48,medium,non-vegetarian,maintain,Normal,maintain_Normal
25,Male,159.8,89.9,35.21,medium,vegetarian,lose,Obese,lose_Obese
32,Female,173.3,72.4,24.11,medium,vegetarian,gain,Normal,gain_Normal
28,Male,152.3,73.2,31.56,high,non-vegetarian,lose,Obese,lose_Obese
18,Female,175.6,64.4,20.89,medium,vegetarian,lose,Normal,lose_Normal
33,Male,178.5,89.4,28.06,low,vegan,lose,Overweight,lose_Overweight
43,Female,181.6,74.6,22.62,low,non-vegetarian,gain,Normal,gain_Normal
31,Female,170.9,91.2,31.23,high,vegetarian,maintain,Obese,maintain_Obese
52,Female,169.5,62.5,21.75,high,non-vegetarian,maintain,Normal,maintain_Normal
21,Female,160.5,73.6,28.57,high,non-vegetarian,lose,Overweight,lose_Overweight
43,Male,152.1,67.9,29.35,high,vegan,lose,Overweight,lose_Overweight
25,Female,176.0,37.1,11.98,medium,vegan,lose,Underweight,lose_Underweight
27,Male,180.3,86.8,26.7,low,vegan,gain,Overweight,gain_Overweight
55,Female,160.4,78.2,30.39,high,vegan,lose,Obese,lose_Obese
39,Male,165.0,88.4,32.47,high,non-vegetarian,lose,Obese,lose_Obese
37,Female,174.8,49.0,16.04,high,vegetarian,gain,Underweight,gain_Underweight
56,Male,170.9,66.9,22.91,medium,vegan,gain,Normal,gain_Normal
31,Male,165.8,59.1,21.5,medium,non-vegetarian,maintain,Normal,maintain_Normal
58,Female,182.5,85.6,25.7,high,vegetarian,maintain,Overweight,maintain_Overweight
31,Female,157.6,50.0,20.13,high,non-vegetarian,gain,Normal,gain_Normal
20,Female,161.1,76.5,29.48,high,non-vegetarian,lose,Overweight,lose_Overweight
44,Female,167.4,88.8,31.69,high,vegetarian,maintain,Obese,maintain_Obese
58,Male,172.9,84.5,28.27,low,non-vegetarian,maintain,Overweight,maintain_Overweight
54,Male,168.3,49.2,17.37,medium,non-vegetarian,gain,Underweight,gain_Underweight
59,Female,163.0,85.9,32.33,high,vegetarian,maintain,Obese,maintain_Obese
35,Female,164.5,77.5,28.64,high,non-vegetarian,maintain,Overweight,maintain_Overweight
23,Male,161.8,54.6,20.86,low,non-vegetarian,gain,Normal,gain_Normal
38,Female,163.8,74.6,27.8,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
29,Male,158.4,66.5,26.5,medium,vegan,lose,Overweight,lose_Overweight
18,Male,155.6,86.8,35.85,high,vegan,lose,Obese,lose_Obese
35,Female,162.1,91.8,34.94,medium,vegan,gain,Obese,gain_Obese
59,Female,180.3,68.8,21.16,high,vegan,maintain,Normal,maintain_Normal
32,Female,154.9,38.7,16.13,medium,non-vegetarian,maintain,Underweight,maintain_Underweight
22,Male,150.3,49.4,21.87,low,vegetarian,gain,Normal,gain_Normal
43,Male,178.8,71.7,22.43,medium,vegetarian,maintain,Normal,maintain_Normal
47,Female,168.9,36.7,12.86,low,non-vegetarian,gain,Underweight,gain_Underweight
23,Male,153.0,83.3,35.58,high,non-vegetarian,lose,Obese,lose_Obese
35,Male,167.9,67.8,24.05,high,non-vegetarian,maintain,Normal,maintain_Normal
27,Male,170.6,94.5,32.47,high,non-vegetarian,gain,Obese,gain_Obese
57,Male,162.8,71.0,26.79,medium,vegetarian,gain,Overweight,gain_Overweight
38,Male,166.9,105.9,38.02,medium,vegan,maintain,Obese,maintain_Obese
58,Male,144.0,80.2,38.68,medium,vegetarian,gain,Obese,gain_Obese
51,Male,163.9,78.5,29.22,low,vegan,maintain,Overweight,maintain_Overweight
32,Female,158.4,69.3,27.62,medium,vegan,gain,Overweight,gain_Overweight
41,Male,172.1,116.7,39.4,medium,non-vegetarian,gain,Obese,gain_Obese
54,Female,173.1,57.3,19.12,medium,non-vegetarian,gain,Normal,gain_Normal
23,Male,160.8,63.2,24.44,low,non-vegetarian,maintain,Normal,maintain_Normal
53,Male,147.0,65.0,30.08,medium,non-vegetarian,gain,Obese,gain_Obese
35,Female,172.3,50.9,17.15,high,vegetarian,maintain,Underweight,maintain_Underweight
34,Male,175.5,77.3,25.1,medium,vegetarian,maintain,Overweight,maintain_Overweight
45,Male,157.7,67.9,27.3,low,vegan,gain,Overweight,gain_Overweight
57,Female,181.0,81.0,24.72,high,non-vegetarian,maintain,Normal,maintain_Normal
41,Female,165.1,66.4,24.36,medium,vegetarian,lose,Normal,lose_Normal
39,Female,165.8,62.3,22.66,high,vegetarian,maintain,Normal,maintain_Normal
22,Female,144.0,100.6,48.51,high,vegetarian,lose,Obese,lose_Obese
34,Male,166.6,76.0,27.38,medium,vegetarian,gain,Overweight,gain_Overweight
52,Female,164.4,59.0,21.83,low,non-vegetarian,gain,Normal,gain_Normal
26,Male,163.1,46.0,17.29,low,vegan,lose,Underweight,lose_Underweight
31,Female,187.8,51.5,14.6,high,non-vegetarian,maintain,Underweight,maintain_Underweight
36,Female,154.7,63.4,26.49,low,vegetarian,gain,Overweight,gain_Overweight
47,Female,177.9,70.2,22.18,high,vegetarian,lose,Normal,lose_Normal
50,Female,152.6,88.8,38.13,medium,vegan,lose,Obese,lose_Obese
27,Male,172.3,78.1,26.31,medium,vegan,lose,Overweight,lose_Overweight
28,Male,172.2,105.9,35.71,medium,vegan,lose,Obese,lose_Obese
29,Female,186.9,59.7,17.09,medium,vegan,maintain,Underweight,maintain_Underweight
19,Female,181.2,75.7,23.06,high,vegan,gain,Normal,gain_Normal
40,Male,170.0,44.6,15.43,low,vegan,lose,Underweight,lose_Underweight
56,Female,163.3,57.8,21.67,high,vegetarian,maintain,Normal,maintain_Normal
20,Male,173.3,86.1,28.67,low,non-vegetarian,lose,Overweight,lose_Overweight
40,Male,144.3,69.7,33.47,low,vegan,gain,Obese,gain_Obese
28,Male,176.2,67.2,21.64,high,vegetarian,gain,Normal,gain_Normal
54,Female,172.3,75.3,25.36,medium,vegan,gain,Overweight,gain_Overweight
54,Male,168.4,65.9,23.24,medium,non-vegetarian,maintain,Normal,maintain_Normal
37,Female,152.8,53.2,22.79,high,vegetarian,lose,Normal,lose_Normal
29,Female,172.1,70.3,23.74,low,non-vegetarian,gain,Normal,gain_Normal
34,Male,163.6,63.6,23.76,high,vegetarian,gain,Normal,gain_Normal
47,Female,161.9,85.7,32.7,high,vegetarian,gain,Obese,gain_Obese
55,Male,161.6,49.9,19.11,high,non-vegetarian,gain,Normal,gain_Normal
22,Female,172.4,66.9,22.51,high,vegetarian,lose,Normal,lose_Normal
20,Female,165.3,94.1,34.44,low,vegetarian,gain,Obese,gain_Obese
47,Male,164.8,74.3,27.36,medium,vegan,maintain,Overweight,maintain_Overweight
44,Male,153.2,66.7,28.42,low,vegan,lose,Overweight,lose_Overweight
56,Male,171.1,46.7,15.95,medium,vegan,maintain,Underweight,maintain_Underweight
56,Male,167.0,71.5,25.64,low,non-vegetarian,lose,Overweight,lose_Overweight
52,Female,165.4,85.6,31.29,high,vegan,lose,Obese,lose_Obese
33,Male,168.3,92.2,32.55,high,non-vegetarian,maintain,Obese,maintain_Obese
40,Male,155.1,72.0,29.93,low,non-vegetarian,maintain,Overweight,maintain_Overweight
54,Female,165.8,54.0,19.64,high,vegetarian,maintain,Normal,maintain_Normal
37,Female,174.6,104.9,34.41,medium,vegan,gain,Obese,gain_Obese
25,Male,164.8,77.6,28.57,high,vegan,lose,Overweight,lose_Overweight
23,Male,165.8,59.3,21.57,high,vegan,lose,Normal,lose_Normal
27,Male,146.8,59.4,27.56,low,vegetarian,maintain,Overweight,maintain_Overweight
35,Male,151.1,95.6,41.87,low,vegan,maintain,Obese,maintain_Obese
40,Male,163.8,64.8,24.15,high,vegan,gain,Normal,gain_Normal
18,Female,173.9,53.2,17.59,medium,vegan,maintain,Underweight,maintain_Underweight
27,Female,157.3,71.0,28.69,low,non-vegetarian,maintain,Overweight,maintain_Overweight
54,Male,175.3,77.5,25.22,medium,vegetarian,maintain,Overweight,maintain_Overweight
49,Male,167.5,71.2,25.38,high,vegetarian,maintain,Overweight,maintain_Overweight
31,Male,169.0,73.0,25.56,low,vegetarian,maintain,Overweight,maintain_Overweight
43,Male,154.7,70.7,29.54,low,vegan,lose,Overweight,lose_Overweight
26,Male,154.3,71.2,29.91,low,vegetarian,lose,Overweight,lose_Overweight
59,Male,160.2,108.1,42.12,high,vegan,maintain,Obese,maintain_Obese
53,Female,164.6,48.9,18.05,low,vegan,gain,Underweight,gain_Underweight
51,Female,163.7,77.8,29.03,medium,non-vegetarian,lose,Overweight,lose_Overweight
47,Male,181.7,61.2,18.54,high,non-vegetarian,gain,Normal,gain_Normal
18,Male,149.2,82.3,36.97,low,non-vegetarian,maintain,Obese,maintain_Obese
18,Male,151.2,63.5,27.78,medium,vegan,gain,Overweight,gain_Overweight
58,Female,162.4,69.0,26.16,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
45,Female,171.9,59.7,20.2,high,non-vegetarian,gain,Normal,gain_Normal
56,Female,162.3,69.8,26.5,medium,vegetarian,lose,Overweight,lose_Overweight
44,Female,166.5,71.5,25.79,high,vegan,maintain,Overweight,maintain_Overweight
35,Male,169.4,82.7,28.82,high,vegetarian,lose,Overweight,lose_Overweight
45,Male,168.9,76.8,26.92,low,vegetarian,gain,Overweight,gain_Overweight
30,Male,149.2,70.8,31.81,low,vegetarian,lose,Obese,lose_Obese
47,Male,169.8,80.9,28.06,high,non-vegetarian,lose,Overweight,lose_Overweight
21,Male,158.1,60.1,24.04,medium,vegan,gain,Normal,gain_Normal
49,Male,159.3,78.0,30.74,medium,vegan,gain,Obese,gain_Obese
33,Male,175.3,63.9,20.79,medium,non-vegetarian,gain,Normal,gain_Normal
49,Male,174.1,71.9,23.72,high,non-vegetarian,lose,Normal,lose_Normal
18,Female,163.8,66.8,24.9,low,vegetarian,gain,Normal,gain_Normal
38,Female,172.5,74.9,25.17,medium,vegan,lose,Overweight,lose_Overweight
23,Male,187.8,57.2,16.22,medium,vegetarian,maintain,Underweight,maintain_Underweight
21,Female,170.2,62.1,21.44,high,vegetarian,maintain,Normal,maintain_Normal
54,Female,156.3,69.8,28.57,medium,vegan,gain,Overweight,gain_Overweight
47,Male,166.4,113.8,41.1,medium,vegan,gain,Obese,gain_Obese
20,Male,163.2,53.0,19.9,low,vegetarian,gain,Normal,gain_Normal
51,Female,167.7,38.9,13.83,low,vegetarian,maintain,Underweight,maintain_Underweight
32,Male,164.1,70.2,26.07,high,vegan,maintain,Overweight,maintain_Overweight
51,Male,172.9,84.6,28.3,low,non-vegetarian,lose,Overweight,lose_Overweight
50,Male,160.0,67.7,26.45,medium,vegan,lose,Overweight,lose_Overweight
25,Male,157.3,53.1,21.46,medium,vegan,gain,Normal,gain_Normal
27,Male,168.1,50.9,18.01,medium,non-vegetarian,gain,Underweight,gain_Underweight
30,Female,160.9,55.1,21.28,medium,vegetarian,gain,Normal,gain_Normal
53,Female,170.5,97.0,33.37,high,vegetarian,maintain,Obese,maintain_Obese
37,Male,152.0,42.2,18.27,low,vegan,gain,Underweight,gain_Underweight
31,Female,163.8,70.2,26.16,medium,non-vegetarian,gain,Overweight,gain_Overweight
32,Female,167.2,63.3,22.64,high,vegan,gain,Normal,gain_Normal
33,Female,163.0,75.5,28.42,low,vegetarian,maintain,Overweight,maintain_Overweight
51,Female,175.4,40.7,13.23,high,non-vegetarian,gain,Underweight,gain_Underweight
